DATE,IR3TIB01ZAM156N
1999-08-01,11.6812
1999-09-01,11.17368
1999-10-01,10.7606923076923
1999-11-01,10.7105384615385
1999-12-01,10.7020869565217
2000-01-01,10.15656
2000-02-01,9.78344
2000-03-01,9.84538461538462
2000-04-01,9.88227272727273
2000-05-01,10.2230769230769
2000-06-01,10.2832
2000-07-01,10.2338461538462
2000-08-01,10.1492307692308
2000-09-01,10.1608
2000-10-01,10.1884615384615
2000-11-01,10.2176923076923
2000-12-01,10.2022727272727
2001-01-01,10.1488461538462
2001-02-01,10.1195833333333
2001-03-01,10.1665384615385
2001-04-01,10.3404545454545
2001-05-01,10.3815384615385
2001-06-01,9.9856
2001-07-01,9.53230769230769
2001-08-01,9.36807692307692
2001-09-01,9.24166666666667
2001-10-01,8.86703703703704
2001-11-01,8.75884615384615
2001-12-01,9.20478260869565
2002-01-01,9.43769230769231
2002-02-01,9.4275
2002-03-01,9.9175
2002-04-01,10.6
2002-05-01,11.1565384615385
2002-06-01,11.4379166666667
2002-07-01,11.3692592592593
2002-08-01,11.43
2002-09-01,12.1108333333333
2002-10-01,12.6122222222222
2002-11-01,12.1692307692308
2002-12-01,12.2665217391304
2003-01-01,12.3446153846154
2003-02-01,12.6270833333333
2003-03-01,12.7332
2003-04-01,12.7421739130435
2003-05-01,12.5538461538462
2003-06-01,11.2066666666667
2003-07-01,10.8933333333333
2003-08-01,10.2484615384615
2003-09-01,9.4172
2003-10-01,8.22407407407407
2003-11-01,7.694
2003-12-01,7.30583333333333
2004-01-01,7.60153846153846
2004-02-01,7.50666666666667
2004-03-01,7.71846153846154
2004-04-01,7.76954545454545
2004-05-01,7.7116
2004-06-01,7.8328
2004-07-01,7.89
2004-08-01,7.4448
2004-09-01,7.1204
2004-10-01,7.27538461538462
2004-11-01,7.25153846153846
2004-12-01,7.27416666666667
2005-01-01,7.2864
2005-02-01,7.2275
2005-03-01,7.19625
2005-04-01,6.9516
2005-05-01,6.7492
2005-06-01,6.7576
2005-07-01,6.73461538461538
2005-08-01,6.71961538461538
2005-09-01,6.738
2005-10-01,6.79346153846154
2005-11-01,6.88653846153846
2005-12-01,6.8196
2006-01-01,6.7368
2006-02-01,6.67583333333333
2006-03-01,6.5272
2006-04-01,6.64909090909091
2006-05-01,6.80346153846154
2006-06-01,7.1132
2006-07-01,7.27769230769231
2006-08-01,7.68730769230769
2006-09-01,7.7504
2006-10-01,8.22153846153846
2006-11-01,8.23076923076923
2006-12-01,8.39260869565217
2007-01-01,8.70384615384615
2007-02-01,8.65666666666667
2007-03-01,8.28153846153846
2007-04-01,8.28
2007-05-01,8.49538461538462
2007-06-01,9.0164
2007-07-01,9.02846153846154
2007-08-01,9.12769230769231
2007-09-01,9.31291666666667
2007-10-01,9.76814814814815
2007-11-01,10.2180769230769
2007-12-01,10.4752173913043
2008-01-01,10.4738461538462
2008-02-01,10.3192
2008-03-01,10.1825
2008-04-01,10.2656
2008-05-01,10.6032
2008-06-01,11.4195833333333
2008-07-01,11.3777777777778
2008-08-01,11.35
2008-09-01,11.1488
2008-10-01,10.9281481481481
2008-11-01,10.8504
2008-12-01,10.7691666666667
2009-01-01,10.6561538461538
2009-02-01,9.22416666666667
2009-03-01,8.60538461538462
2009-04-01,8.28
2009-05-01,7.6788
2009-06-01,7.2264
2009-07-01,7.38666666666667
2009-08-01,7.1616
2009-09-01,6.9392
2009-10-01,6.94518518518518
2009-11-01,7.0108
2009-12-01,7.07125
2010-01-01,7.108
2010-02-01,7.07583333333333
2010-03-01,6.95230769230769
2010-04-01,6.58695652173913
2010-05-01,6.5828
2010-06-01,6.5416
2010-07-01,6.47777777777778
2010-08-01,6.4156
2010-09-01,6.0824
2010-10-01,5.97307692307692
2010-11-01,5.64615384615385
2010-12-01,5.58625
2011-01-01,5.54230769230769
2011-02-01,5.5325
2011-03-01,5.49846153846154
2011-04-01,5.46434782608696
2011-05-01,5.45125
2011-06-01,5.4648
2011-07-01,5.48769230769231
2011-08-01,5.49
2011-09-01,5.49
2011-10-01,5.49
2011-11-01,5.49
2011-12-01,5.45166666666667
2012-01-01,5.47
2012-02-01,5.5036
2012-03-01,5.54384615384615
2012-04-01,5.565
2012-05-01,5.56307692307692
2012-06-01,5.57846153846154
2012-07-01,5.37307692307692
2012-08-01,5.05346153846154
2012-09-01,4.94041666666667
2012-10-01,4.93925925925926
2012-11-01,4.93038461538462
2012-12-01,4.98565217391304
2013-01-01,5.05615384615385
2013-02-01,5.04
2013-03-01,5.04541666666667
2013-04-01,5.11782608695652
2013-05-01,5.03423076923077
2013-06-01,5.12125
2013-07-01,5.12333333333333
2013-08-01,5.0916
2013-09-01,5.05875
2013-10-01,5.03740740740741
2013-11-01,5.07461538461538
2013-12-01,5.13826086956522
2014-01-01,5.226
2014-02-01,5.56208333333333
2014-03-01,5.7264
2014-04-01,5.73227272727273
2014-05-01,5.7352
2014-06-01,5.79291666666667
2014-07-01,6.03
2014-08-01,6.0056
2014-09-01,5.9996
2014-10-01,5.8962962962963
2014-11-01,5.82913043478261
2014-12-01,6.0416
2015-01-01,6.00761904761905
2015-02-01,5.88428571428571
2015-03-01,5.79615384615385
2015-04-01,5.79428571428571
2015-05-01,5.72304347826087
2015-06-01,5.7628
2015-07-01,6.03461538461538
2015-08-01,6.1632
2015-09-01,6.23875
2015-10-01,6.15423076923077
2015-11-01,6.3312
2015-12-01,6.73625
2016-01-01,6.85923076923077
2016-02-01,6.9316
2016-03-01,7.04083333333333
2016-04-01,7.1784
2016-05-01,7.158
2016-06-01,7.1956
2016-07-01,7.35076923076923
2016-08-01,7.2964
2016-09-01,7.29230769230769
2016-10-01,7.34653846153846
2016-11-01,7.47769230769231
2016-12-01,7.60958333333333
2017-01-01,7.4632
2017-02-01,7.26416666666667
2017-03-01,7.23
2017-04-01,7.41181818181818
2017-05-01,7.43384615384615
2017-06-01,7.34227272727273
2017-07-01,7.32636363636364
2017-08-01,7.17304347826087
2017-09-01,7.09727272727273
2017-10-01,7.25458333333333
2017-11-01,7.45
2017-12-01,7.53578947368421
2018-01-01,7.32090909090909
2018-02-01,7.1185
2018-03-01,7.0625
2018-04-01,6.97894736842105
2018-05-01,7.00590909090909
2018-06-01,7.03428571428571
2018-07-01,7.06818181818182
2018-08-01,7.12363636363636
2018-09-01,7.14421052631579
2018-10-01,7.19391304347826
2018-11-01,7.3204347826087
2018-12-01,7.49388888888889
2019-01-01,7.51
2019-02-01,7.25
2019-03-01,7.043
2019-04-01,7.1035
2019-05-01,7.17285714285714
2019-06-01,7.10631578947368
2019-07-01,7.03521739130435
2019-08-01,6.99380952380952
2019-09-01,6.8575
2019-10-01,6.81173913043478
2019-11-01,7.00047619047619
2019-12-01,7.12666666666667
2020-01-01,6.85807692307692
2020-02-01,6.334
2020-03-01,6.0904
2020-04-01,5.09826086956522
2020-05-01,4.158
2020-06-01,4.1012
2020-07-01,3.94592592592593
2020-08-01,3.6924
2020-09-01,3.4464
2020-10-01,3.47074074074074
2020-11-01,3.5916
2020-12-01,3.76041666666667
2021-01-01,3.8108
2021-02-01,3.77
2021-03-01,3.8156
2021-04-01,3.77473684210526
2021-05-01,3.6052380952381
2021-06-01,3.75761904761905
2021-07-01,3.87363636363636
2021-08-01,3.7252380952381
2021-09-01,3.83619047619048
2021-10-01,3.75666666666667
2021-11-01,3.80904761904762
2021-12-01,3.87095238095238
2022-01-01,3.86952380952381
2022-02-01,2.977
2022-03-01,4.22181818181818
2022-04-01,4.30166666666667
2022-05-01,4.45809523809524
2022-06-01,5.1252380952381
2022-07-01,5.38619047619048
2022-08-01,5.73772727272727
2022-09-01,5.77772727272727
2022-10-01,6.122
2022-11-01,6.18272727272727
2022-12-01,6.60526315789474
2023-01-01,6.46809523809524
2023-02-01,6.5815
2023-03-01,7.09227272727273
2023-04-01,7.71882352941176
2023-05-01,8.04318181818182
2023-06-01,8.48571428571429
2023-07-01,8.56761904761905
